default;LivingStatus;EmploymentStatus;MonthlyIncome;external_score_1;external_score_2;time_to_first_trx;time_to_activation;opening_balance;closing_balance;amount_transaction_type1;amount_transaction_type2;amount_transaction_type3;amount_transaction_type4;amount_transaction_type5;amount_transaction_type6;amount_transaction_type7;amount_transaction_type8;amount_transaction_type9;amount_transaction_type10;amount_transaction_type11;amount_transaction_type12;amount_transaction_type13;amount_transaction_type14;amount_transaction_type15;amount_transaction_type16;amount_turnover_purchase;amount_turnover_betting;amount_turnover_cash;amount_turnover_money_transfer;repayment_amount
0;Renter;Retiree/pensioner;1500;456;-1;530;50;-21,49;0;0;0;-36,7;0;0;0;-15,99;-25,67;0;-29;0;0;0;0;0;0;-63,06;0;0;0;100
0;Renter;Other;1500;459;764;795;820;-80,15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49,17
0;Renter;Unknown;1500;460;602;56;4;-123,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126,8
0;Renter;Employee;1500;463;488;806;789;-13,24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14
0;Unknown;Unknown;-1;464;546;71;34;-340,15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Unknown;Other;-1;465;488;332;283;-64,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
0;Unknown;Unknown;-1;466;360;49;14;-89,24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-14,41;0;0;0;69,85
0;Renter;Retiree/pensioner;1500;468;468;822;771;-15,85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
0;Renter;Executive civil servant;2500;468;656;115;21;-101,21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80
0;Renter;Civil servants/governmental;4000;469;644;87;20;0;0;0;0;0;0;0;0;0;-399,99;0;0;0;0;0;0;0;0;26,09;0;0;0;-999
0;Renter;Other;2000;469;545;24;17;-422,52;0;0;0;0;0;0;0;0;0;0;-31,97;0;0;0;0;0;0;58,51;0;0;0;0
0;Renter;Retiree/pensioner;1500;474;192;135;100;-6,71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,41
0;Renter;Retiree/pensioner;1500;474;252;56;7;-39,98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,31
0;Renter;Employee;1500;476;894;44;4;-64,97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60,1
0;Renter;Employee;3000;476;1999;73;2;-64,97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Unknown;Unknown;-1;479;375;410;15;-971,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-93,5;0;0;0;700
0;Renter;Housewife;6000;479;463;13;5;-17,83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,9
0;Unknown;Unknown;-1;480;678;45;7;-1715,92;0;-0,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5,6;0;0;0;1600
0;Unknown;Unknown;-1;480;438;189;36;-30,55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Renter;Employee;2000;481;545;13;6;-972,85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;996,75
0;Owner;Employee;2500;482;407;43;14;-13,66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14
0;Owner;Employee;2000;483;572;78;4;307,64;0;0;0;0;0;0;0;0;0;0;0;-236,36;0;0;0;0;0;0;0;0;0;0
0;Renter;Employee;2000;483;706;792;952;-8,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,05
0;Owner;Employee;2000;484;598;11;4;-31,54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-4,39;0;0;0;28,67
0;Renter;Housewife;-1;485;463;29;37;-38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36,77
0;Renter;Employee;2000;486;448;50;5;-183,96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172,86
0;Owner;Civil servants/governmental;4000;487;511;25;15;-60,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-26,32;0;0;0;200
0;Renter;Retiree/pensioner;1000;487;689;130;32;-565,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;578,96
0;Owner;Student;-1;488;602;299;264;-0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,99;0;0;0;-999
0;Other;Student;1000;488;729;130;10;-114,82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80
0;Renter;Student;1500;489;546;20;8;0;0;0;0;0;0;0;0;0;0;0;-0,48;-16,49;0;0;0;0;0;0;0;0;0;0,05
0;Unknown;Unknown;-1;489;488;39;15;-90,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113,6
0;Renter;Unemployed;1000;489;298;40;21;-37,32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,7
0;Renter;Executive employee;2000;489;-1;36;15;-493,26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;473,77
0;Renter;Unemployed;1500;490;545;20;9;-402,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2,99;0;0;0;400
0;Unknown;Housewife;-1;491;545;122;34;-15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Renter;Civil servants/governmental;3000;491;546;57;3;-28,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47,38
0;Owner;Executive employee;2500;492;850;9;4;-451,39;0;0;0;0;0;0;0;0;0;0;0;-14,95;0;0;0;0;0;0;0;0;0;20
0;Unknown;Unknown;-1;493;524;92;13;-21,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,2
0;Owner;Employee;1500;494;383;471;6;-41,34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;0;0;0;40,4
0;Owner;Unemployed;1500;496;-1;27;16;-1129,94;0;0;0;0;0;0;-5;0;-1162,79;0;-145,81;0;-21;0;0;0;0;-1072,56;0;0;0;1163,88
0;Unknown;Unknown;-1;496;211;75;14;-13,76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15
0;Renter;Employee;2000;497;715;114;26;-98,58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150
0;Unknown;Unknown;-1;498;305;39;5;-447,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Renter;Employee;2500;498;439;238;31;-415,71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;363,84
0;Unknown;Unknown;-1;499;371;72;14;-545,98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;556
0;Renter;Employee;1500;499;323;894;26;-21,49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Other;Other;2000;499;602;64;31;-199,93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77,34
0;Owner;Retiree/pensioner;2000;500;144;15;4;-357,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,93;0;0;0;374,4
0;Owner;Retiree/pensioner;1500;501;374;54;7;-28,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-14,25;0;0;0;-999
0;Unknown;Unknown;-1;501;445;77;62;-12,38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-8,9;0;0;0;0
0;Renter;Employee;-1;501;734;23;13;-201,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200
0;Renter;Self-employed/freelancer;4000;501;738;28;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;Unknown;Unknown;-1;502;298;78;11;-1,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,15
0;Owner;Executive employee;2000;503;519;12;9;-1439,43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-4,99;0;0;0;1381,01
0;Renter;Retiree/pensioner;1500;504;192;22;18;-0,34;0;0;0;0;0;0;-5;0;-77,1;-64,98;0;0;0;0;0;0;0;0;0;0;0;0
0;Owner;Student;-1;504;326;122;84;-41,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35,55
0;Renter;Other;1000;504;459;142;68;-0,29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;Renter;Self-employed/freelancer;1000;505;459;576;131;0;0;0;0;0;0;0;0;0;0;0;-517,98;0;0;0;0;0;0;-579;0;0;0;-999
0;Renter;Self-employed/freelancer;4000;505;738;66;9;-239,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,99;0;0;0;174,44
0;Other;Self-employed/freelancer;1000;505;273;170;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;Owner;Executive employee;2000;506;519;909;23;-29,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5,48;0;0;0;-999
0;Unknown;Unknown;-1;506;511;131;10;-11,99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,5
0;At Parents;Unknown;1500;506;545;40;18;-32,24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24,4
0;Unknown;Unknown;-1;507;736;56;46;-826,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-7,99;0;0;0;320,99
0;Renter;Employee;2000;507;685;24;15;-259,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262,59
0;Owner;Employee;2000;508;493;1153;5;9,63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;Unknown;Unknown;-1;509;397;18;8;-89,91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72,41
0;Unknown;Unknown;-1;510;472;66;14;-315,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;295,51
0;Owner;Executive employee;2000;510;298;274;23;-24,94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29
0;Owner;Executive civil servant;2500;510;614;25;2;-487,72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400
0;Other;Employee;2000;512;517;260;279;-200,17;0;0;0;0;0;0;0;-7,99;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Unknown;Unknown;-1;512;682;23;14;-3,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,36
0;Unknown;Unknown;-1;512;402;29;10;-317,55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;349,46
0;Owner;Self-employed/freelancer;1000;512;252;102;16;-55,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49,99
0;Owner;Student;1000;514;375;118;7;1,69;0;0;0;0;0;0;0;0;0;0;-26,93;0;0;0;0;0;0;-15,43;0;0;0;-999
0;Renter;Retiree/pensioner;1000;515;1150;522;50;-150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122,76
0;Renter;Retiree/pensioner;1000;515;682;174;5;-316,07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;295,7
0;Renter;Executive employee;2500;515;464;131;10;-119,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127,49
0;Other;Retiree/pensioner;2000;516;375;40;26;-5,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-7,6;0;0;0;0
0;Unknown;Unknown;-1;516;175;26;15;-35,53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Renter;Retiree/pensioner;2000;516;192;32;11;-272,48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;311,79
0;Unknown;Unknown;-1;517;488;38;16;-10,81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Unknown;Executive employee;-1;517;347;18;3;-70,26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31,54
0;Renter;Civil servants/governmental;2500;517;402;28;22;-1,46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;Owner;Executive employee;2000;518;409;312;8;-9,99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Renter;Employee;2000;518;681;36;14;-79,21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77
0;Renter;Civil servants/governmental;2500;518;728;698;691;-966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;404,53;0;0;0;996,75
0;At Parents;Executive employee;1500;519;459;36;29;-76,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79,21
0;Renter;Employee;4000;520;1150;22;4;-100,46;0;0;0;0;0;0;0;0;-209,76;0;0;0;-21;0;0;0;0;-185,7;0;0;0;160,85
0;Renter;Employee;1500;520;546;308;6;-145,09;0;0;0;0;0;0;0;-11,99;0;0;0;0;0;0;0;0;0;0;0;0;0;144,56
0;Renter;Employee;2000;520;488;95;12;-41,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44,86
0;Renter;Employee;4000;520;322;22;9;-14,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13
0;Owner;Unemployed;1500;521;156;59;42;-1,99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;Owner;Employee;2000;521;-1;110;56;-0,87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;Renter;Executive civil servant;2500;521;545;13;5;-165,68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148,46
0;At Parents;Retiree/pensioner;1500;522;402;73;17;-360,32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;477,74
0;Owner;Employee;1500;522;402;45;26;-303,89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;289,05
0;Owner;Employee;2500;523;405;127;33;-27,96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38
0;Owner;Employee;2500;523;534;95;45;-9,99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;At Parents;Retiree/pensioner;1000;523;192;55;5;-19,98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322,27;0;0;0;32,17
0;Renter;Employee;1500;524;602;257;24;-306,31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;299,37
0;Owner;Executive employee;2500;525;427;16;8;-13,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-7;0;0;0;-999
0;Other;Student;1000;525;706;29;15;-2,38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;Other;Unemployed;1000;525;192;59;17;-492,08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;437,83
0;Renter;Employee;2500;525;546;39;10;-132,62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149,96
0;Unknown;Unknown;-1;526;547;22;11;0;0;-0,02;0;0;0;0;0;0;0;0;-0,48;-100;0;0;0;0;0;0;0;-100;0;0
0;Owner;Employee;1500;526;433;203;63;-35,15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-18,6;0;0;0;100
0;Renter;Executive civil servant;2500;526;-1;22;11;-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40,63
0;Renter;Retiree/pensioner;2000;527;679;80;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,37;0;0;0;-999
0;Unknown;Unknown;-1;527;526;76;37;-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Owner;Employee;1500;527;692;16;14;-812,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;808,74
0;Owner;Employee;2000;527;265;36;3;-146,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Renter;Employee;2500;527;241;30;15;-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118,96
0;At Parents;Civil servants/governmental;2000;528;241;24;18;-2063,29;0;0;0;0;0;0;-5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2210
0;Owner;Executive civil servant;3000;528;323;12;2;-414,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;386
0;Owner;Employee;4000;529;219;46;31;-159,98;0;0;0;0;0;0;0;0;0;0;-14,98;0;0;0;0;0;0;-14,99;0;0;0;0
0;Owner;Executive civil servant;5000;529;482;34;4;-164,44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-25,7;0;0;0;202,09
0;Renter;Civil servants/governmental;2500;529;459;18;17;-1474,98;0;0;0;0;0;0;0;0;0;0;-5,5;0;0;0;0;0;0;0;0;0;0;1593,88
0;Renter;Self-employed/freelancer;2500;529;488;14;5;-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Renter;Self-employed/freelancer;2500;529;322;89;70;-32,89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83,72
0;Unknown;Unknown;-1;530;375;498;382;-10,59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
0;Renter;Employee;2000;530;625;75;8;-342,42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;343,34
0;Owner;Employee;2000;530;192;28;14;-1,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,85
0;Owner;Employee;2500;530;335;63;52;-1,99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,3
0;Owner;Student;4000;530;323;120;84;-84,54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35,55
0;Owner;Employee;2500;531;452;77;6;-178,72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-19,32;0;0;0;195
0;At Parents;Retiree/pensioner;1000;531;286;19;6;-80,03;0;-0,84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Renter;Employee;2500;532;843;34;14;-176,18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-80,99;0;0;0;245,47
0;Owner;Other;2000;532;286;131;59;-43,18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35,55
0;Owner;Executive employee;3000;532;9999;57;5;-184,68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178,87
0;Owner;Employee;4000;532;323;22;17;-0,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;Unknown;Unknown;-1;533;271;20;7;-20,97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-12,67;0;0;0;0
0;Unknown;Unknown;-1;533;488;300;29;-1,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,09
0;Renter;Employee;2000;533;756;25;14;-29,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31,03
0;Owner;Executive employee;2500;533;299;195;11;-386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;379,66
0;Other;Executive employee;2500;534;441;212;77;-18,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-10;0;0;0;10
0;Unknown;Unknown;-1;534;-1;28;19;-36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74,99
0;At Parents;Executive employee;1500;534;546;19;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;Renter;Employee;1500;534;545;961;4;-30,35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,28
0;Renter;Employee;2500;534;554;26;5;-18,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,96
0;Owner;Employee;-1;535;285;128;27;-137,59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139
0;Owner;Self-employed/freelancer;2500;536;323;209;12;167,37;0;0;0;0;0;0;0;0;0;0;-25;-236,36;0;0;0;0;0;-101,9;0;0;0;-999
0;Unknown;Unknown;-1;536;376;87;34;-140,94;0;0;0;0;0;0;0;-11,99;0;0;0;0;0;0;0;0;0;-19,9;0;0;0;146,53
0;Owner;Executive employee;-1;536;461;34;21;-96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80
0;Other;Employee;1500;536;751;37;13;-26,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23,8
0;Owner;Self-employed/freelancer;3000;536;323;27;17;-663,31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Renter;Employee;4000;537;228;53;37;-156,35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24,98
0;Unknown;Unknown;-1;538;143;42;11;-189,83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121,95
0;Owner;Employee;1000;538;591;17;6;-292,66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;295,51
0;Renter;Retiree/pensioner;1500;538;239;56;10;-39,98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
0;Renter;Unemployed;1500;538;545;27;11;-670,24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;667,69
0;Renter;Executive civil servant;2000;538;616;22;15;-80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90,9
0;Owner;Other;2500;538;533;244;128;-153,26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;259
0;Owner;Employee;4000;539;565;30;17;-161,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2,5;0;0;0;154
0;Owner;Civil servants/governmental;2500;539;323;21;15;-22,79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40
0;Unknown;Unknown;-1;540;323;66;21;-14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Unknown;Unknown;-1;540;827;52;16;-57,39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59,65
0;Owner;Employee;3000;541;712;26;15;-682;0;-0,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;619,99
0;Renter;Employee;1500;541;546;28;9;-103,87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74,47
0;Owner;Executive employee;2000;541;482;70;39;-33,82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35,55
0;Owner;Employee;3000;541;198;85;29;-165,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,8
0;Renter;Executive employee;1500;544;545;215;5;-406,1;0;0;0;0;0;0;0;0;0;0;-2,99;0;0;0;0;0;0;0;0;0;0;400
0;Unknown;Unknown;-1;544;694;46;23;-244,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Unknown;Unknown;-1;544;444;22;13;-931,86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320,99
0;Owner;Employee;3000;544;684;26;14;-613,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;622,14
0;Renter;Unemployed;1000;545;1150;66;56;-0,59;0;0;0;0;0;0;0;0;0;0;-189,94;0;0;0;0;0;0;-56,22;0;0;0;0
0;Unknown;Unknown;-1;545;211;9;4;-268,41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;341,27
0;Unknown;Unknown;-1;546;347;29;13;-4,99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,71
0;Owner;Employee;1500;546;722;42;12;-655,51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Owner;Employee;3000;546;217;85;2;-197,44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;307,58
0;Owner;Employee;3000;546;217;47;43;-159,98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19
0;Renter;Employee;2000;547;396;45;26;-28,87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-8,81;0;0;0;0
0;Owner;Employee;2000;547;298;19;13;-58,85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-7,66;0;0;0;41,93
0;Owner;Employee;1500;547;722;34;14;-94,58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114,47
0;Owner;Retiree/pensioner;2000;547;144;37;16;-357,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;363,84
0;Owner;Executive employee;2000;548;341;544;3;-76,07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70,53
0;Renter;Employee;2000;548;318;46;6;-1,91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,3
0;Unknown;Unknown;-1;549;-1;170;9;-401,69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;446,21
0;Unknown;Unknown;-1;550;277;26;3;-60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59,9
0;Renter;Civil servants/governmental;2000;550;373;177;34;-4,99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,09
0;Unknown;Unknown;-1;551;488;37;9;-141,23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148,46
0;Unknown;Executive civil servant;-1;551;211;17;15;-5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,81
0;Owner;Executive employee;2500;551;374;42;32;-27,99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38
